Table 1
State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Connecticut,901200,East Haddam School District,yes,yes,no,Concentrated white,low poverty,31-Town: Fringe," 	1,061 ",6%,94%,4%," $	17,567 "," $	12,880 "," $	4,687 "," $	18,638,138 "," $	13,665,165 "," $	4,972,973 "," $	79,668 "," $	279,500 "
Connecticut,901230,East Hampton School District,yes,yes,no,Concentrated white,low poverty,31-Town: Fringe," 	1,888 ",10%,90%,5%," $	13,325 "," $	8,372 "," $	4,953 "," $	25,158,408 "," $	15,807,057 "," $	9,351,351 "," $	95,923 "," $	258,900 "
Connecticut,901260,East Hartford School District,yes,yes,no,Concentrated nonwhite,high poverty,13-City: Small," 	6,866 ",84%,16%,21%," $	13,423 "," $	5,021 "," $	8,402 "," $	92,164,697 "," $	34,474,151 "," $	57,690,547 "," $	50,750 "," $	163,300 "
Connecticut,901290,East Haven School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	2,970 ",31%,69%,13%," $	15,429 "," $	8,444 "," $	6,985 "," $	45,824,012 "," $	25,078,300 "," $	20,745,712 "," $	63,137 "," $	207,000 "
Connecticut,901320,East Lyme School District,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	2,789 ",20%,80%,6%," $	14,797 "," $	11,012 "," $	3,784 "," $	41,267,994 "," $	30,713,629 "," $	10,554,364 "," $	85,872 "," $	298,600 "
Connecticut,901350,East Windsor School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe," 	1,096 ",37%,63%,10%," $	18,387 "," $	11,843 "," $	6,544 "," $	20,152,142 "," $	12,980,059 "," $	7,172,083 "," $	74,784 "," $	205,900 "
Connecticut,901380,Eastford School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	134 ,10%,90%,7%," $	24,994 "," $	15,215 "," $	9,779 "," $	3,349,169 "," $	2,038,797 "," $	1,310,372 "," $	78,309 "," $	244,800 "
Connecticut,901410,Easton School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	921 ,14%,86%,4%," $	16,874 "," $	14,318 "," $	2,556 "," $	15,541,086 "," $	13,187,326 "," $	2,353,760 "," $	133,356 "," $	629,200 "
Connecticut,901440,Ellington School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	2,630 ",18%,82%,3%," $	12,474 "," $	7,863 "," $	4,611 "," $	32,805,982 "," $	20,678,681 "," $	12,127,301 "," $	79,917 "," $	264,100 "
Connecticut,901470,Enfield School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	5,169 ",27%,73%,11%," $	12,738 "," $	6,716 "," $	6,022 "," $	65,844,165 "," $	34,714,919 "," $	31,129,247 "," $	71,526 "," $	184,000 "
Connecticut,901500,Essex School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large, 	417 ,13%,87%,5%," $	18,153 "," $	15,359 "," $	2,794 "," $	7,569,820 "," $	6,404,655 "," $	1,165,165 "," $	89,950 "," $	363,600 "
Connecticut,901530,Fairfield School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	10,054 ",21%,79%,4%," $	14,814 "," $	12,743 "," $	2,072 "," $	148,943,593 "," $	128,116,295 "," $	20,827,298 "," $	122,135 "," $	589,500 "
Connecticut,901560,Farmington School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	4,069 ",33%,67%,5%," $	14,502 "," $	12,057 "," $	2,445 "," $	59,010,340 "," $	49,059,823 "," $	9,950,517 "," $	95,158 "," $	329,900 "
Connecticut,901590,Franklin School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	167 ,12%,88%,4%," $	21,105 "," $	14,833 "," $	6,272 "," $	3,524,502 "," $	2,477,029 "," $	1,047,473 "," $	93,438 "," $	239,900 "
Connecticut,901620,Glastonbury School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	6,050 ",26%,74%,3%," $	15,148 "," $	12,365 "," $	2,784 "," $	91,647,710 "," $	74,807,238 "," $	16,840,473 "," $	108,600 "," $	343,600 "
Connecticut,901680,Granby School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,946 ",13%,87%,3%," $	13,942 "," $	9,879 "," $	4,062 "," $	27,130,724 "," $	19,225,258 "," $	7,905,465 "," $	109,901 "," $	288,500 "
Connecticut,901710,Greenwich School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	8,808 ",36%,64%,6%," $	17,222 "," $	14,841 "," $	2,382 "," $	151,695,682 "," $	130,717,967 "," $	20,977,716 "," $	134,223 "," $	1,205,600 "
Connecticut,901740,Griswold School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,881 ",19%,81%,12%," $	11,372 "," $	5,021 "," $	6,351 "," $	21,390,505 "," $	9,444,870 "," $	11,945,636 "," $	57,312 "," $	192,500 "
Connecticut,901770,Groton School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size," 	4,487 ",44%,56%,11%," $	15,347 "," $	8,787 "," $	6,560 "," $	68,862,940 "," $	39,428,790 "," $	29,434,150 "," $	64,074 "," $	247,100 "
Connecticut,901800,Guilford School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	3,393 ",15%,85%,4%," $	15,548 "," $	12,965 "," $	2,583 "," $	52,754,661 "," $	43,991,051 "," $	8,763,609 "," $	102,199 "," $	385,500 "
Connecticut,901860,Hamden School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	5,490 ",61%,39%,10%," $	18,798 "," $	12,834 "," $	5,964 "," $	103,199,105 "," $	70,458,613 "," $	32,740,492 "," $	71,665 "," $	228,200 "
Connecticut,901890,Hampton School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	101 ,7%,93%,9%," $	20,664 "," $	6,608 "," $	14,056 "," $	2,087,094 "," $	667,458 "," $	1,419,636 "," $	73,684 "," $	224,500 "
Connecticut,901920,Hartford School District,yes,yes,no,Concentrated nonwhite,high poverty,12-City: Mid-size," 	20,874 ",89%,11%,35%," $	15,971 "," $	3,432 "," $	12,539 "," $	333,376,662 "," $	71,640,325 "," $	261,736,337 "," $	32,095 "," $	159,100 "
Connecticut,901950,Hartland School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	187 ,7%,93%,7%," $	22,682 "," $	15,166 "," $	7,516 "," $	4,241,507 "," $	2,836,041 "," $	1,405,465 "," $	89,438 "," $	266,300 "
Connecticut,902010,Hebron School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	730 ,10%,90%,2%," $	14,927 "," $	5,582 "," $	9,344 "," $	10,896,472 "," $	4,075,153 "," $	6,821,319 "," $	110,739 "," $	299,700 "
Connecticut,902040,Kent School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	237 ,17%,83%,8%," $	23,643 "," $	20,672 "," $	2,972 "," $	5,603,487 "," $	4,899,166 "," $	704,321 "," $	61,875 "," $	365,800 "
Connecticut,902070,Killingly School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	2,520 ",17%,83%,11%," $	15,415 "," $	8,068 "," $	7,347 "," $	38,846,397 "," $	20,330,958 "," $	18,515,439 "," $	60,548 "," $	187,300 "
Connecticut,902130,Lebanon School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant," 	1,045 ",10%,90%,6%," $	16,434 "," $	10,120 "," $	6,314 "," $	17,173,813 "," $	10,575,804 "," $	6,598,009 "," $	88,125 "," $	255,500 "
Connecticut,902190,Lisbon School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	388 ,16%,84%,7%," $	21,988 "," $	11,888 "," $	10,100 "," $	8,531,394 "," $	4,612,557 "," $	3,918,836 "," $	86,833 "," $	220,900 "
Connecticut,902220,Litchfield School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	961 ,9%,91%,6%," $	18,187 "," $	14,944 "," $	3,243 "," $	17,477,635 "," $	14,360,879 "," $	3,116,755 "," $	80,951 "," $	312,400 "
Connecticut,902280,Madison School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	3,014 ",11%,89%,2%," $	15,789 "," $	13,447 "," $	2,342 "," $	47,588,367 "," $	40,530,201 "," $	7,058,166 "," $	105,673 "," $	440,600 "
Connecticut,902310,Manchester School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	6,208 ",61%,39%,15%," $	16,385 "," $	9,850 "," $	6,535 "," $	101,718,612 "," $	61,146,972 "," $	40,571,640 "," $	65,592 "," $	183,000 "
Connecticut,902340,Mansfield School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe," 	1,247 ",30%,70%,7%," $	16,068 "," $	7,578 "," $	8,490 "," $	20,036,810 "," $	9,450,153 "," $	10,586,656 "," $	63,391 "," $	235,500 "
Connecticut,902370,Marlborough School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	556 ,10%,90%,4%," $	12,453 "," $	6,656 "," $	5,797 "," $	6,923,929 "," $	3,700,886 "," $	3,223,043 "," $	103,276 "," $	303,600 "
Connecticut,902400,Meriden School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	7,927 ",68%,32%,19%," $	14,339 "," $	6,200 "," $	8,139 "," $	113,668,158 "," $	49,147,651 "," $	64,520,507 "," $	55,547 "," $	174,800 "
Connecticut,902490,Middletown School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	4,627 ",48%,52%,14%," $	16,460 "," $	10,419 "," $	6,042 "," $	76,161,411 "," $	48,206,456 "," $	27,954,955 "," $	63,828 "," $	228,500 "
Connecticut,902520,Milford School District,yes,yes,no,Concentrated white,low poverty,13-City: Small," 	6,123 ",22%,78%,7%," $	15,307 "," $	11,912 "," $	3,395 "," $	93,723,341 "," $	72,935,123 "," $	20,788,218 "," $	81,844 "," $	306,000 "
Connecticut,902550,Monroe School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	3,167 ",17%,83%,4%," $	14,571 "," $	11,268 "," $	3,303 "," $	46,146,240 "," $	35,686,630 "," $	10,459,610 "," $	113,333 "," $	374,500 "
Connecticut,902580,Montville School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size," 	2,245 ",34%,66%,9%," $	15,139 "," $	8,649 "," $	6,491 "," $	33,987,749 "," $	19,416,539 "," $	14,571,210 "," $	73,160 "," $	191,700 "
Connecticut,902640,Naugatuck School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size," 	4,235 ",37%,63%,12%," $	13,674 "," $	6,613 "," $	7,061 "," $	57,910,515 "," $	28,006,711 "," $	29,903,803 "," $	59,522 "," $	178,800 "
Connecticut,902670,New Britain School District,yes,yes,no,Concentrated nonwhite,high poverty,21-Suburb: Large," 	9,982 ",79%,21%,30%," $	11,316 "," $	2,280 "," $	9,036 "," $	112,955,687 "," $	22,758,493 "," $	90,197,194 "," $	41,844 "," $	157,300 "
Connecticut,902700,New Canaan School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	4,210 ",13%,87%,2%," $	17,830 "," $	15,593 "," $	2,237 "," $	75,066,156 "," $	65,646,936 "," $	9,419,220 "," $	176,601 "," $	1,373,100 "
Connecticut,902730,New Fairfield School District,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	2,490 ",14%,86%,6%," $	12,926 "," $	10,132 "," $	2,794 "," $	32,186,630 "," $	25,228,412 "," $	6,958,217 "," $	101,392 "," $	356,300 "
Connecticut,902760,New Hartford School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	470 ,7%,93%,3%," $	14,858 "," $	7,990 "," $	6,869 "," $	6,983,321 "," $	3,755,118 "," $	3,228,203 "," $	92,970 "," $	294,600 "
Connecticut,902790,New Haven School District,yes,yes,no,Concentrated nonwhite,high poverty,12-City: Mid-size," 	21,631 ",86%,14%,29%," $	13,702 "," $	4,287 "," $	9,415 "," $	296,378,822 "," $	92,730,052 "," $	203,648,770 "," $	38,126 "," $	190,700 "
Connecticut,902820,New London School District,yes,yes,no,Concentrated nonwhite,high poverty,13-City: Small," 	3,322 ",82%,18%,29%," $	15,623 "," $	5,245 "," $	10,379 "," $	51,901,225 "," $	17,422,665 "," $	34,478,560 "," $	35,357 "," $	183,900 "
Connecticut,902850,New Milford School District,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	4,227 ",21%,79%,6%," $	13,292 "," $	9,412 "," $	3,881 "," $	56,187,263 "," $	39,783,927 "," $	16,403,336 "," $	81,350 "," $	288,200 "
Connecticut,902880,Newington School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	4,042 ",38%,62%,6%," $	14,896 "," $	10,546 "," $	4,350 "," $	60,211,226 "," $	42,627,770 "," $	17,583,456 "," $	80,315 "," $	228,000 "
Connecticut,902910,Newtown School District,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	4,564 ",12%,88%,3%," $	18,401 "," $	15,890 "," $	2,510 "," $	83,980,501 "," $	72,523,677 "," $	11,456,825 "," $	110,036 "," $	402,200 "
Connecticut,902940,Norfolk School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	116 ,4%,96%,4%," $	20,640 "," $	16,085 "," $	4,555 "," $	2,394,238 "," $	1,865,807 "," $	528,431 "," $	73,804 "," $	310,900 "
Connecticut,902970,North Branford School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,881 ",10%,90%,4%," $	14,908 "," $	9,878 "," $	5,030 "," $	28,042,506 "," $	18,580,910 "," $	9,461,596 "," $	85,357 "," $	282,600 "
Connecticut,903000,North Canaan School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	260 ,17%,83%,13%," $	19,511 "," $	10,535 "," $	8,975 "," $	5,072,782 "," $	2,739,196 "," $	2,333,586 "," $	75,690 "," $	212,100 "
Connecticut,903030,North Haven School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	3,160 ",20%,80%,5%," $	18,976 "," $	16,124 "," $	2,852 "," $	59,963,460 "," $	50,950,783 "," $	9,012,677 "," $	93,696 "," $	295,500 "
Connecticut,903060,North Stonington School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	729 ,12%,88%,5%," $	15,150 "," $	10,329 "," $	4,821 "," $	11,044,410 "," $	7,529,862 "," $	3,514,548 "," $	75,091 "," $	290,000 "
Connecticut,903090,Norwalk School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	11,306 ",68%,32%,13%," $	14,609 "," $	11,288 "," $	3,322 "," $	165,174,791 "," $	127,618,384 "," $	37,556,407 "," $	80,896 "," $	416,800 "
Connecticut,903120,Norwich School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	3,598 ",66%,34%,21%," $	19,413 "," $	8,436 "," $	10,977 "," $	69,846,861 "," $	30,352,221 "," $	39,494,640 "," $	51,758 "," $	169,600 "
Connecticut,903180,Old Saybrook School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,337 ",17%,83%,8%," $	17,040 "," $	14,453 "," $	2,587 "," $	22,783,033 "," $	19,323,574 "," $	3,459,459 "," $	75,237 "," $	373,600 "
Connecticut,903210,Orange School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,176 ",22%,78%,5%," $	15,475 "," $	12,611 "," $	2,864 "," $	18,198,359 "," $	14,829,978 "," $	3,368,382 "," $	106,475 "," $	382,300 "
Connecticut,903240,Oxford School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,959 ",12%,88%,6%," $	13,572 "," $	10,164 "," $	3,408 "," $	26,586,875 "," $	19,910,515 "," $	6,676,361 "," $	99,311 "," $	346,500 "
Connecticut,903270,Plainfield School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	2,311 ",11%,89%,12%," $	14,007 "," $	6,661 "," $	7,346 "," $	32,369,755 "," $	15,394,299 "," $	16,975,455 "," $	65,254 "," $	169,900 "
Connecticut,903300,Plainville School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	2,390 ",27%,73%,13%," $	14,394 "," $	8,517 "," $	5,878 "," $	34,401,773 "," $	20,354,505 "," $	14,047,267 "," $	61,907 "," $	204,000 "
Connecticut,903330,Plymouth School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,509 ",11%,89%,8%," $	14,099 "," $	7,028 "," $	7,071 "," $	21,275,208 "," $	10,605,762 "," $	10,669,447 "," $	70,635 "," $	188,900 "
Connecticut,903360,Pomfret School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	400 ,9%,91%,4%," $	22,639 "," $	13,426 "," $	9,212 "," $	9,055,424 "," $	5,370,546 "," $	3,684,877 "," $	88,906 "," $	273,900 "
Connecticut,903390,Portland School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,352 ",19%,81%,5%," $	13,881 "," $	9,525 "," $	4,356 "," $	18,767,267 "," $	12,877,628 "," $	5,889,640 "," $	81,589 "," $	244,500 "
Connecticut,903420,Preston School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	438 ,19%,81%,10%," $	23,055 "," $	14,777 "," $	8,278 "," $	10,098,009 "," $	6,472,435 "," $	3,625,574 "," $	69,439 "," $	249,500 "
Connecticut,903480,Putnam School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,179 ",17%,83%,14%," $	15,004 "," $	5,931 "," $	9,073 "," $	17,689,628 "," $	6,992,874 "," $	10,696,754 "," $	52,224 "," $	182,800 "
Connecticut,903510,Redding School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	953 ,15%,85%,3%," $	19,638 "," $	16,698 "," $	2,940 "," $	18,715,181 "," $	15,913,649 "," $	2,801,532 "," $	129,643 "," $	603,300 "
Connecticut,903600,Regional High School District 01,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	440 ,11%,89%,5%," $	21,285 "," $	17,820 "," $	3,465 "," $	9,365,428 "," $	7,840,788 "," $	1,524,640 "," $	73,956 "," $	327,000 "
Connecticut,903630,Regional High School District 04,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large, 	920 ,11%,89%,5%," $	16,839 "," $	14,827 "," $	2,012 "," $	15,491,742 "," $	13,640,390 "," $	1,851,351 "," $	81,698 "," $	330,100 "
Connecticut,903660,Regional High School District 05,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	2,244 ",21%,79%,3%," $	17,137 "," $	15,024 "," $	2,114 "," $	38,456,376 "," $	33,712,901 "," $	4,743,475 "," $	114,646 "," $	395,600 "
Connecticut,903720,Regional High School District 07,yes,yes,no,Concentrated white,low poverty,31-Town: Fringe," 	1,085 ",3%,97%,3%," $	15,868 "," $	13,828 "," $	2,040 "," $	17,216,831 "," $	15,003,791 "," $	2,213,040 "," $	92,153 "," $	281,000 "
Connecticut,903750,Regional High School District 08,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,590 ",5%,95%,2%," $	15,517 "," $	13,761 "," $	1,756 "," $	24,671,779 "," $	21,880,368 "," $	2,791,411 "," $	104,318 "," $	296,600 "
Connecticut,903780,Regional High School District 09,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,008 ",13%,87%,3%," $	18,804 "," $	16,394 "," $	2,410 "," $	18,954,039 "," $	16,525,070 "," $	2,428,969 "," $	132,700 "," $	615,600 "
Connecticut,903570,Regional High School District 11,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	245 ,16%,84%,7%," $	23,207 "," $	20,870 "," $	2,337 "," $	5,685,669 "," $	5,113,222 "," $	572,447 "," $	77,338 "," $	216,900 "
Connecticut,900005,Regional High School District 19,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,206 ",17%,83%,6%," $	15,880 "," $	13,619 "," $	2,261 "," $	19,151,074 "," $	16,424,847 "," $	2,726,227 "," $	68,912 "," $	233,900 "
Connecticut,903515,Regional School District 06,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	983 ,8%,92%,4%," $	16,172 "," $	13,120 "," $	3,052 "," $	15,896,892 "," $	12,896,892 "," $	3,000,000 "," $	91,341 "," $	357,800 "
Connecticut,903520,Regional School District 10,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	2,405 ",6%,94%,4%," $	13,675 "," $	9,513 "," $	4,162 "," $	32,889,217 "," $	22,878,877 "," $	10,010,340 "," $	109,631 "," $	303,300 "
Connecticut,903530,Regional School District 12,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	728 ,11%,89%,4%," $	25,388 "," $	22,186 "," $	3,201 "," $	18,482,183 "," $	16,151,630 "," $	2,330,553 "," $	93,028 "," $	519,000 "
Connecticut,903535,Regional School District 13,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,743 ",11%,89%,4%," $	18,400 "," $	13,648 "," $	4,752 "," $	32,070,571 "," $	23,788,288 "," $	8,282,282 "," $	110,409 "," $	331,700 "
Connecticut,903536,Regional School District 14,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,762 ",7%,93%,5%," $	15,956 "," $	12,458 "," $	3,498 "," $	28,114,481 "," $	21,951,478 "," $	6,163,002 "," $	81,061 "," $	337,100 "
Connecticut,903537,Regional School District 15,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	3,766 ",13%,87%,4%," $	15,231 "," $	12,468 "," $	2,763 "," $	57,358,688 "," $	46,953,020 "," $	10,405,667 "," $	89,465 "," $	331,000 "
Connecticut,903538,Regional School District 16,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	2,259 ",10%,90%,4%," $	14,266 "," $	9,262 "," $	5,004 "," $	32,225,951 "," $	20,922,446 "," $	11,303,505 "," $	95,350 "," $	271,000 "
Connecticut,903539,Regional School District 17,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	2,118 ",7%,93%,3%," $	16,327 "," $	12,888 "," $	3,439 "," $	34,580,330 "," $	27,295,796 "," $	7,284,535 "," $	101,875 "," $	335,200 "
Connecticut,903540,Regional School District 18,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe," 	1,331 ",10%,90%,4%," $	20,846 "," $	18,081 "," $	2,765 "," $	27,746,554 "," $	24,065,850 "," $	3,680,704 "," $	88,143 "," $	420,700 "
Connecticut,903810,Ridgefield School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	5,036 ",16%,84%,2%," $	14,428 "," $	12,283 "," $	2,145 "," $	72,658,774 "," $	61,856,546 "," $	10,802,228 "," $	145,014 "," $	673,900 "
Connecticut,903840,Rocky Hill School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	2,603 ",38%,62%,7%," $	14,227 "," $	11,280 "," $	2,946 "," $	37,031,758 "," $	29,362,629 "," $	7,669,129 "," $	81,988 "," $	254,400 "
Connecticut,903900,Salem School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	376 ,14%,86%,6%," $	24,865 "," $	16,059 "," $	8,806 "," $	9,349,158 "," $	6,038,285 "," $	3,310,873 "," $	104,732 "," $	268,700 "
Connecticut,903930,Salisbury School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	274 ,19%,81%,4%," $	20,985 "," $	18,259 "," $	2,725 "," $	5,749,810 "," $	5,003,033 "," $	746,778 "," $	74,853 "," $	433,800 "
Connecticut,903960,Scotland School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	119 ,15%,85%,9%," $	21,883 "," $	8,703 "," $	13,181 "," $	2,604,117 "," $	1,035,629 "," $	1,568,488 "," $	86,397 "," $	240,600 "
Connecticut,903990,Seymour School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	2,204 ",21%,79%,8%," $	14,131 "," $	8,818 "," $	5,313 "," $	31,145,414 "," $	19,434,750 "," $	11,710,664 "," $	79,734 "," $	255,800 "
Connecticut,904020,Sharon School District,yes,yes,no,Concentrated white,low poverty,42-Rural: Distant, 	160 ,9%,91%,16%," $	26,824 "," $	23,157 "," $	3,668 "," $	4,291,888 "," $	3,705,080 "," $	586,808 "," $	82,714 "," $	385,500 "
Connecticut,904050,Shelton School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	4,906 ",26%,74%,6%," $	12,793 "," $	10,389 "," $	2,404 "," $	62,762,535 "," $	50,967,967 "," $	11,794,568 "," $	87,277 "," $	338,200 "
Connecticut,904080,Sherman School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	333 ,7%,93%,4%," $	21,604 "," $	19,204 "," $	2,401 "," $	7,194,290 "," $	6,394,847 "," $	799,443 "," $	111,667 "," $	472,000 "
Connecticut,904110,Simsbury School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	4,159 ",20%,80%,3%," $	14,789 "," $	11,635 "," $	3,154 "," $	61,507,386 "," $	48,390,694 "," $	13,116,691 "," $	110,099 "," $	328,600 "
Connecticut,904140,Somers School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	1,429 ",9%,91%,4%," $	13,593 "," $	8,458 "," $	5,135 "," $	19,424,080 "," $	12,086,656 "," $	7,337,423 "," $	94,765 "," $	306,700 "
Connecticut,904170,South Windsor School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	4,128 ",34%,66%,4%," $	15,606 "," $	11,092 "," $	4,514 "," $	64,422,452 "," $	45,789,513 "," $	18,632,939 "," $	100,122 "," $	276,200 "
Connecticut,904230,Southington School District,yes,yes,no,Concentrated white,low poverty,21-Suburb: Large," 	6,549 ",16%,84%,5%," $	12,400 "," $	8,345 "," $	4,056 "," $	81,208,272 "," $	54,648,449 "," $	26,559,823 "," $	88,214 "," $	267,800 "
Connecticut,904260,Sprague School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size, 	360 ,26%,74%,15%," $	14,614 "," $	7,019 "," $	7,595 "," $	5,261,103 "," $	2,526,799 "," $	2,734,303 "," $	65,861 "," $	227,700 "
Connecticut,904290,Stafford School District,yes,yes,no,Concentrated white,low poverty,31-Town: Fringe," 	1,534 ",11%,89%,9%," $	16,636 "," $	9,340 "," $	7,296 "," $	25,519,939 "," $	14,328,221 "," $	11,191,718 "," $	63,681 "," $	193,400 "
Connecticut,904320,Stamford School District,yes,no,no,Not concentrated,low poverty,12-City: Mid-size," 	15,860 ",68%,32%,12%," $	14,782 "," $	11,711 "," $	3,071 "," $	234,448,468 "," $	185,742,340 "," $	48,706,128 "," $	81,634 "," $	504,200 "
Connecticut,904350,Sterling School District,yes,yes,no,Concentrated white,low poverty,41-Rural: Fringe, 	447 ,11%,89%,7%," $	17,158 "," $	9,145 "," $	8,013 "," $	7,669,834 "," $	4,087,886 "," $	3,581,948 "," $	68,776 "," $	196,600 "
Connecticut,904380,Stonington School District,yes,yes,no,Concentrated white,low poverty,22-Suburb: Mid-size," 	2,151 ",11%,89%,11%," $	15,783 "," $	13,063 "," $	2,720 "," $	33,948,698 "," $	28,098,775 "," $	5,849,923 "," $	78,274 "," $	315,300 "
Connecticut,904440,Stratford School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	6,846 ",56%,44%,10%," $	12,959 "," $	9,006 "," $	3,953 "," $	88,715,181 "," $	61,655,292 "," $	27,059,889 "," $	69,336 "," $	249,600 "
